nombreUltimoEstudio,equivalencia,cantidad,igual
Flask With Python,Flask With Python,1,TRUE
Forensic Lab,Forensic Lab,1,TRUE
Forensic Labs,Forensic Labs,1,TRUE
Formacion Actoral,Formacion Actoral,1,TRUE
Formacion Bancaria,Formacion Bancaria,1,TRUE
Formacion De Auditores Internos Sgsst,Formacion De Auditores Internos Sgsst,1,TRUE
Formacion Internacional En Terapias Contextuales,Formacion Internacional En Terapias Contextuales,1,TRUE
Formacion Profesional,Formacion Profesional,1,TRUE
Forografia Publicitaria,Forografia Publicitaria,1,TRUE
Fortinet Nse-4,Fortinet Nse-4,5,TRUE
Fotografia,Fotografia,3,TRUE
Fotografia Digital,Fotografia Digital,3,TRUE
Frances,Frances,1,TRUE
Frances Basico,Frances Basico,1,TRUE
Fraude Y Defensa Alimentaria,Fraude Y Defensa Alimentaria,1,TRUE
Front End,Front End,1,TRUE
Front End Developer,Front End Developer,2,TRUE
Front End Web Developer,Front End Web Developer,1,TRUE
Front-End,Front-End,1,TRUE
Frontend - Angular5,Frontend - Angular5,5,TRUE
Frontend Developer,Frontend Developer,2,TRUE
Front-End Developer,Front-End Developer,1,TRUE
Front-End: Angular 9,Front-End: Angular 9,1,TRUE
Fullstack Developer,Fullstack Developer,1,TRUE
Fullstack Web Developer,Fullstack Web Developer,1,TRUE
Funcionario En Gestion De Contrataciones,Funcionario En Gestion De Contrataciones,1,TRUE
Functional Analyst,Functional Analyst,1,TRUE
Fundamental Itil,Fundamental Itil,1,TRUE
Fundamentals In Devops And Microservices Architect,Fundamentals In Devops And Microservices Architect,1,TRUE
Fundamento De La Programacion,Fundamento De La Programacion,1,TRUE
Fundamentos De Gestion De Proyectos,Fundamentos De Gestion De Proyectos,1,TRUE
Fundamentos De Ibm Cloud,Fundamentos De Ibm Cloud,3,TRUE
Fundamentos De Itil,Fundamentos De Itil,1,TRUE
Fundamentos De La Gestion De Proyectos,Fundamentos De La Gestion De Proyectos,1,TRUE
Fundamentos De Python Para Ciencia De Datos,Fundamentos De Python Para Ciencia De Datos,2,TRUE
Fundamentos De Scrum,Fundamentos De Scrum,1,TRUE
Fundamentos Del Liderazgo,Fundamentos Del Liderazgo,1,TRUE
Fundamentos Itil Para La Gestiom De Servicios,Fundamentos Itil Para La Gestiom De Servicios,1,TRUE
Fundamentos Itil V3 Para La Gestion De Los Se,Fundamentos Itil V3 Para La Gestion De Los Se,6,TRUE
Gamification,Gamification,1,TRUE
Gastronomia Y Gestion De Empresas,Gastronomia Y Gestion De Empresas,1,TRUE
Generalista De Recursos Humanos,Generalista De Recursos Humanos,1,TRUE
Gerecia De Marketing Y Gestion Comercial,Gerecia De Marketing Y Gestion Comercial,1,TRUE
Gerencia Comercial,Gerencia Comercial,1,TRUE
Gerencia De Bienestar Y Salud Ocupacional,Gerencia De Bienestar Y Salud Ocupacional,2,TRUE
Gerencia De Conflictos,Gerencia De Conflictos,2,TRUE
Gerencia De Empresas Agricolas,Gerencia De Empresas Agricolas,1,TRUE
Gerencia De La Calidad Y Productividad,Gerencia De La Calidad Y Productividad,1,TRUE
Gerencia De Marketing Y Gestion Comercial,Gerencia De Marketing Y Gestion Comercial,1,TRUE
Gerencia De Producto,Gerencia De Producto,2,TRUE
Gerencia De Productos Y Servicios,Gerencia De Productos Y Servicios,1,TRUE
Gerencia De Proyectos,Gerencia De Proyectos,3,TRUE
Gerencia De Proyectos Bajo Enfoque Pmbok,Gerencia De Proyectos Bajo Enfoque Pmbok,1,TRUE
Gerencia De Proyectos De Ti,Gerencia De Proyectos De Ti,1,TRUE
Gerencia De Proyectos Empresariales,Gerencia De Proyectos Empresariales,1,TRUE
Gerencia De Proyectos En T.I.,Gerencia De Proyectos En T.I.,5,TRUE
Gerencia De Tecnologias De Ia Informacion,Gerencia De Tecnologias De Ia Informacion,1,TRUE
Gerencia De Tecnologias De Informacion,Gerencia De Tecnologias De Informacion,3,TRUE
Gerencia De Tecnologias De La Informacion,Gerencia De Tecnologias De La Informacion,1,TRUE
Gerencia En Ti,Gerencia En Ti,2,TRUE
Gerencia Estrategica De Ventas,Gerencia Estrategica De Ventas,1,TRUE
Gerencia Internacional De Proyectos,Gerencia Internacional De Proyectos,1,TRUE
Gerencia Sistema De Informacion,Gerencia Sistema De Informacion,1,TRUE
Gerencia Y Desarrollo De La Organizacion,Gerencia Y Desarrollo De La Organizacion,1,TRUE
Gestion,Gestion,2,TRUE
Gestion Comercial,Gestion Comercial,1,TRUE
Gestion Comercial Y De Cobranzas,Gestion Comercial Y De Cobranzas,2,TRUE
Gestion Comercial Y Negocios Digitales,Gestion Comercial Y Negocios Digitales,1,TRUE
Gestion Comercial: Estrategias Y Kpi'S,Gestion Comercial: Estrategias Y Kpi'S,1,TRUE
Gestion Comunitaria,Gestion Comunitaria,1,TRUE
Gestion Con Mencion A La Finanzas Publicas,Gestion Con Mencion A La Finanzas Publicas,1,TRUE
Gestion De Almacenes E Inventarios,Gestion De Almacenes E Inventarios,1,TRUE
Gestion De Base De Datos Con Sql,Gestion De Base De Datos Con Sql,1,TRUE
Gestion De Calidad De Plantas Industriales,Gestion De Calidad De Plantas Industriales,1,TRUE
Gestion De Calidad Y Procesos,Gestion De Calidad Y Procesos,1,TRUE
Gestion De Cobranzas Y Recaudaciones,Gestion De Cobranzas Y Recaudaciones,1,TRUE
Gestion De Comercio Exterior En La Era Digital,Gestion De Comercio Exterior En La Era Digital,1,TRUE
Gestion De Continuidad Del Negocio,Gestion De Continuidad Del Negocio,1,TRUE
Gestion De Eficiencia Y Optimizacion De Costos,Gestion De Eficiencia Y Optimizacion De Costos,1,TRUE
Gestion De La Calidad Total Y Productividad,Gestion De La Calidad Total Y Productividad,1,TRUE
Gestion De La Capacitacion,Gestion De La Capacitacion,1,TRUE
Gestion De La Ciberseguridad Y Privacidad,Gestion De La Ciberseguridad Y Privacidad,1,TRUE
Gestion De La Seguridad De La Informacion,Gestion De La Seguridad De La Informacion,1,TRUE
Gestion De Las Tecnologias Y Comunicaciones,Gestion De Las Tecnologias Y Comunicaciones,1,TRUE
Gestion De Logistica Financiera,Gestion De Logistica Financiera,1,TRUE
Gestion De Logistica Y Cadena De Suministros,Gestion De Logistica Y Cadena De Suministros,1,TRUE
Gestion De Operaciones,Gestion De Operaciones,3,TRUE
Gestion De Operaciones Y Servicios Logisticos,Gestion De Operaciones Y Servicios Logisticos,3,TRUE
Gestion De Planillas,Gestion De Planillas,1,TRUE
Gestion De Planillas Y Legislacion Laboral,Gestion De Planillas Y Legislacion Laboral,3,TRUE
Gestion De Planillas Y Recursos Humanos,Gestion De Planillas Y Recursos Humanos,1,TRUE
Gestion De Portafolios,Gestion De Portafolios,1,TRUE
Gestion De Procesos,Gestion De Procesos,2,TRUE
Gestion De Procesos De Negocio,Gestion De Procesos De Negocio,1,TRUE
Gestion De Proyectos,Gestion De Proyectos,43,TRUE
Gestion De Proyectos - Nivel Inicial,Gestion De Proyectos,1,FALSE
Gestion De Proyectos - Pmbok,Gestion De Proyectos,1,FALSE
Gestion De Proyectos (Pmi),Gestion De Proyectos,5,FALSE
Gestion De Proyectos Agiles,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Agiles Con Scrum Y Kanban,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Bajo El Enfoque Pmi,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Con Enfoque Pmbok 6Deg Edicion,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Con Metodologias Agiles,Gestion De Proyectos,6,FALSE
Gestion De Proyectos Con Metodologias Agiles Y Enf,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Con Ms Project,Gestion De Proyectos,1,FALSE
Gestion De Proyectos De Desarrollo,Gestion De Proyectos,1,FALSE
Gestion De Proyectos De Innovacion Con Scrum,Gestion De Proyectos,1,FALSE
Gestion De Proyectos De Telecomunicaciones - Pmi,Gestion De Proyectos,1,FALSE
Gestion De Proyectos De Transformacion Digital,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Pmbok 6T Edicion,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Pmi,Gestion De Proyectos,2,FALSE
Gestion De Proyectos Pmp 6Ta Edicion,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Simplificada,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Y Calidad,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Y De Servicios Don Datacenter,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Y Habilidades Directivas,Gestion De Proyectos,1,FALSE
Gestion De Proyectos Y Metodologias Agiles,Gestion De Proyectos,2,FALSE
Gestion De Recursos Humanas 3.0,Gestion De Recursos Humanos,1,FALSE
Gestion De Recursos Humanos,Gestion De Recursos Humanos,22,TRUE
Gestion De Recursos Humanos 3.0,Gestion De Recursos Humanos,1,FALSE
Gestion De Relaciones Comunitarias,Gestion De Relaciones Comunitarias,1,TRUE
Gestion De Relaciones Con Los Stakeholders,Gestion De Relaciones Con Los Stakeholders,2,TRUE
Gestion De Remuneraciones Y Compensaciones,Gestion De Remuneraciones Y Compensaciones,1,TRUE
Gestion De Restaurante,Gestion De Restaurante,1,TRUE
Gestion De Riesgos,Gestion De Riesgos,1,TRUE
Gestion De Rrhh,Gestion De Recursos Humanos,4,FALSE
Gestion De Rrhh Y Bienestar Laboral,Gestion De Recursos Humanos,2,FALSE
Gestion De Servicio Ti - Itil,Gestion De Servicio Ti - Itil,2,TRUE
Gestion De Subsidios,Gestion De Subsidios,3,TRUE
Gestion De Talento Humano,Gestion De Talento Humano,1,TRUE
Gestion De Tecnologia De Informacion,Gestion De Tecnologia De Informacion,2,TRUE
Gestion De Tecnologias De Informacion,Gestion De Tecnologias De Informacion,3,TRUE
Gestion De Tecnologias De Informacion Y Comunic...,Gestion De Tecnologias De Informacion Y Comunic...,1,TRUE
Gestion De Tecnologias De La Informacion,Gestion De Tecnologias De La Informacion,1,TRUE
Gestion De Tic,Gestion De Tic,3,TRUE
Gestion De Ventas,Gestion De Ventas,2,TRUE
Gestion Del Comercio Internacional,Gestion Del Comercio Internacional,1,TRUE
Gestion Del Desarrollo Tecnologico,Gestion Del Desarrollo Tecnologico,1,TRUE
Gestion Del Riesgo Iso 31000,Gestion Del Riesgo Iso 31000,1,TRUE
Gestion Del Talento Humano,Gestion Del Talento Humano,5,TRUE
Gestion E Innovacion Educativa,Gestion E Innovacion Educativa,1,TRUE
Gestion Empresarial,Gestion Empresarial,8,TRUE
Gestion Empresarial Con Erp Sap Bussiness One,Gestion Empresarial Con Erp Sap Bussiness One,1,TRUE
Gestion En Hoteleria Y Turismo,Gestion En Hoteleria Y Turismo,3,TRUE
Gestion En Recursos Humanos,Gestion En Recursos Humanos,5,TRUE
Gestion En Seguridad Y Salud Ocupacional.,Gestion En Seguridad Y Salud Ocupacional.,1,TRUE
Gestion Estrategica De Recursos Humanos,Gestion Estrategica De Recursos Humanos,2,TRUE
Gestion Estrategica Empresarial,Gestion Estrategica Empresarial,3,TRUE
Gestion Estrategica Organizacional,Gestion Estrategica Organizacional,1,TRUE
"Gestion Integral Calidad, Ma Y Seguridad","Gestion Integral Calidad, Ma Y Seguridad",1,TRUE
Gestion Logistica,Gestion Logistica,1,TRUE
Gestion Logistica Del Comercio Internacional,Gestion Logistica Del Comercio Internacional,1,TRUE
Gestion Por Procesos,Gestion Por Procesos,1,TRUE
Gestion Prof. De Proyectos - Ii Certificacion,Gestion Prof. De Proyectos - Ii Certificacion,1,TRUE
Gestion Publica,Gestion Publica,11,TRUE
Gestion Social Sostenible,Gestion Social Sostenible,1,TRUE
Gestion Y Administracion Comercial,Gestion Y Administracion Comercial,1,TRUE
Gestion Y Administracion De Proyectos-Pmp Bock,Gestion Y Administracion De Proyectos-Pmp Bock,1,TRUE
Gestion Y Alta Direccion,Gestion Y Alta Direccion,22,TRUE
Gestion Y Mejora De Procesos,Gestion Y Mejora De Procesos,4,TRUE
"Gestion, Mejora Y Rediseno De Procesos","Gestion, Mejora Y Rediseno De Procesos",2,TRUE
Gestion/ Administracion De Ti,Gestion/ Administracion De Ti,1,TRUE
Gestionando Con Scrum,Gestionando Con Scrum,1,TRUE
Gestor De Subsidios,Gestor De Subsidios,1,TRUE
Git,Git,1,TRUE
Global Service Delivery Model,Global Service Delivery Model,2,TRUE
Gobierno De Tecnologias De La Informacion,Gobierno De Tecnologias De La Informacion,3,TRUE
Gobierno De Ti,Gobierno De Ti,4,TRUE
Gobierno Digital,Gobierno Digital,1,TRUE
Google Ads Y Google Analytics,Google Ads Y Google Analytics,1,TRUE
Google Adwords Y Analytics,Google Adwords Y Analytics,1,TRUE
Google Cloud Platform,Google Cloud Platform,1,TRUE
Google Cloud Professional Data Engineer,Google Cloud Professional Data Engineer,1,TRUE
Google Project Management,Google Project Management,1,TRUE
Grad. Cert. In Commerce (Marketing),Grad. Cert. In Commerce (Marketing),1,TRUE
Grado De Bachiller,Grado De Bachiller,1,TRUE
Graduada,Graduada,1,TRUE
Graduado De Ingenieria De Sistemas Uni,Graduado De Ingenieria De Sistemas Uni,1,TRUE
Grafica Digital,Grafica Digital,1,TRUE
Green Belt,Green Belt,1,TRUE
Growth,Growth,1,TRUE
Guia Oficial De Turismo,Guia Oficial De Turismo,1,TRUE
Habilidades Blandas,Habilidades Blandas,1,TRUE
Habilidades Directivas,Habilidades Directivas,1,TRUE
Habilidades Directivas Gestion De Personas,Habilidades Directivas Gestion De Personas,1,TRUE
Habilidades Directivas Para El Ejecutivo M,Habilidades Directivas Para El Ejecutivo M,1,TRUE
Hacking Etico,Hacking Etico,2,TRUE
Hcia Huawei Cloud,Hcia Huawei Cloud,1,TRUE
Herramientas Agiles En Proyectos Y Scrum,Herramientas Agiles En Proyectos Y Scrum,2,TRUE
Herramientas De Gestion Protocolar,Herramientas De Gestion Protocolar,1,TRUE
Herramientas De Innovacion Y Metodologias Agiles,Herramientas De Innovacion Y Metodologias Agiles,1,TRUE
Herramientas Lean Manufacturing Y Smed,Herramientas Lean Manufacturing Y Smed,2,TRUE
Herramientas Web Y Marketing Digital,Herramientas Web Y Marketing Digital,1,TRUE
Hosteleria Y Turisml,Hosteleria Y Turisml,2,TRUE
Hr Analytics: Data Aplicada A La Gestion,Hr Analytics: Data Aplicada A La Gestion,1,TRUE
Identity Windows Server 2016,Identity Windows Server 2016,7,TRUE
Idioma Ingles,Idioma Ingles,7,TRUE
Idioma Ingles Intermedio-Avanzado,Idioma Ingles Intermedio-Avanzado,1,TRUE
Idioma Portugues,Idioma Portugues,1,TRUE
Idiomas,Idiomas,2,TRUE
Idiomas Catolica,Idiomas Catolica,1,TRUE
Idiomas Ingles,Idiomas Ingles,2,TRUE
Ii Curso De Extension Universitaria,Ii Curso De Extension Universitaria,1,TRUE
Img. Sistemas,Img. Sistemas,1,TRUE
Implantacion Sgsi Optica Iso 27001:2013,Implantacion Sgsi Optica Iso 27001:2013,1,TRUE
Implementacion Agil De Procesos,Implementacion Agil De Procesos,1,TRUE
Implementacion De La Norma Iso 45001:2018,Implementacion De La Norma Iso 45001:2018,1,TRUE
Implementacion De Procesos Design Thinking/Scrum,Implementacion De Procesos Design Thinking/Scrum,1,TRUE
Implementacion De Redes Inalambricas Indoor,Implementacion De Redes Inalambricas Indoor,1,TRUE
Implementacion Devops,Implementacion Devops,2,TRUE
Implementacion Y Auditoria De Sistemas Integrados,Implementacion Y Auditoria De Sistemas Integrados,2,TRUE
Implementador 5'S,Implementador 5'S,1,TRUE
Implementador De Power Bi,Implementador De Power Bi,1,TRUE
"Implementador Lider Hseq Iso 9001, 14001, 45001","Implementador Lider Hseq Iso 9001, 14001, 45001",2,TRUE
Implementador Lider Y Auditor Interno Sig,Implementador Lider Y Auditor Interno Sig,1,TRUE
Importacion,Importacion,2,TRUE
Importacion Exitosa De China A Peru,Importacion Exitosa De China A Peru,1,TRUE
Importacion Y Marketing Digital,Importacion Y Marketing Digital,1,TRUE
Improving Your Business Trough Culture Of Health,Improving Your Business Trough Culture Of Health,1,TRUE
In,In,7,TRUE
In. Sistemas,In. Sistemas,2,TRUE
Incompleto,Incompleto,1,TRUE
Inconcluso,Inconcluso,1,TRUE
Indicadores De Gestion,Indicadores De Gestion,1,TRUE
Indicadores De Gestion Balance Scorecard,Indicadores De Gestion Balance Scorecard,1,TRUE
Indicadores De Gestion De Calidad,Indicadores De Gestion De Calidad,1,TRUE
Indicadores De Gestion Del Talento Humano,Indicadores De Gestion Del Talento Humano,1,TRUE
Indicadores De Gestion Kpi Recursos Humanos,Indicadores De Gestion Kpi Recursos Humanos,1,TRUE
Induccion Y Orientacion Basica En Mineria,Induccion Y Orientacion Basica En Mineria,2,TRUE
Inegnieria De Sistemas,Inegnieria De Sistemas,6,TRUE
Informatica,Informatica,6,TRUE
Informatica Contable,Informatica Contable,1,TRUE
Informatica Redes,Informatica Redes,2,TRUE
Informatico,Informatico,3,TRUE
Information Technology,Information Technology,1,TRUE
Infraestructura De Servidores En Windows Server 20,Infraestructura De Servidores En Windows Server 20,1,TRUE
Ing .Industrial Y Comercial,Ing .Industrial Y Comercial,1,TRUE
Ing Civil,Ing Civil,2,TRUE
Ing Computacion Y Sistemas,Ingenieria De Sistemas,3,FALSE
Ing De Sistemas,Ingenieria De Sistemas,10,FALSE
Ing De Sistemas Computacionales,Ingenieria De Sistemas,1,FALSE
Ing De Sistemas De Informacion,Ingenieria De Sistemas,1,FALSE
Ing De Sistemas E Informatica,Ingenieria De Sistemas,2,FALSE
Ing De Software,Ing De Software,4,TRUE
Ing De Telecomunicaciones,Ing De Telecomunicaciones,1,TRUE
Ing Electronica,Ing Electronica,2,TRUE
Ing Industrial,Ing Industrial,5,TRUE
Ing Industrial - Usil,Ing Industrial - Usil,1,TRUE
Ing Informatica,Ing Informatica,2,TRUE
Ing Informatica Y De Sistemas,Ingenieria De Sistemas,1,FALSE
Ing Informatico,Ing Informatico,4,TRUE
Ing Redes Y Comunicaciones,Ing Redes Y Comunicaciones,2,TRUE
Ing Sistemas,Ingenieria De Sistemas,10,FALSE
Ing Software,Ing Software,1,TRUE
"Ing, De Sistemas Y Informatica",Ingenieria De Sistemas,1,FALSE
"Ing, Empresarial Y De Sistemas",Ingenieria De Sistemas,1,FALSE
"Ing, Redes Y Comunicaciones","Ing, Redes Y Comunicaciones",1,TRUE
Ing. Agroindustrial,Ing. Agroindustrial,1,TRUE
Ing. Automotriz,Ing. Automotriz,1,TRUE
Ing. Computacion E Informatica,Ing. Computacion E Informatica,3,TRUE
Ing. Computacion Y Sistemas,Ingenieria De Sistemas,4,FALSE
Ing. De Auditoria Y Seguridad Informatica,Ing. De Auditoria Y Seguridad Informatica,1,TRUE
Ing. De Computacion Y Sistemas,Ingenieria De Sistemas,2,FALSE
Ing. De Computacion Y Sistemas.,Ingenieria De Sistemas,1,FALSE
Ing. De Redes Y Comunicaciones,Ing. De Redes Y Comunicaciones,2,TRUE
Ing. De Seguridad Y Auditoria Informatica,Ing. De Seguridad Y Auditoria Informatica,1,TRUE
Ing. De Sistema,Ingenieria De Sistemas,1,FALSE
Ing. De Sistemas,Ingenieria De Sistemas,28,FALSE
Ing. De Sistemas - Colegiado,Ingenieria De Sistemas,1,FALSE
Ing. De Sistemas Computacionales,Ingenieria De Sistemas,1,FALSE
Ing. De Sistemas De Informacion,Ingenieria De Sistemas,2,FALSE
Ing. De Sistemas De Informacion Y Gestion,Ingenieria De Sistemas,2,FALSE
Ing. De Sistemas De La Informacion,Ingenieria De Sistemas,1,FALSE
Ing. De Sistemas E Informatica,Ingenieria De Sistemas,13,FALSE
Ing. De Sistemas Mencion Ing. De Software,Ingenieria De Sistemas,1,FALSE
Ing. De Sistemas Y Gti,Ingenieria De Sistemas,1,FALSE
Ing. De Sistemas Y Redes,Ingenieria De Sistemas,2,FALSE
"Ing. De Sistemas, Computo Y Telecomunicaciones.",Ingenieria De Sistemas,1,FALSE
"Ing. De Sistemas, Universidad Senor De Sipan",Ingenieria De Sistemas,2,FALSE
Ing. De Software,Ing. De Software,7,TRUE
Ing. De Tecnologias De La Informacion Y Sistemas,Ing. De Tecnologias De La Informacion Y Sistemas,1,TRUE
Ing. De Telecomunicaciones,Ing. De Telecomunicaciones,9,TRUE
Ing. Electronica,Ingeniero Electronico,4,FALSE
Ing. Electronica Y Telecomunicaciones,Ingeniero Electronico,1,FALSE
Ing. Electronico,Ingeniero Electronico,2,FALSE
Ing. Electronico - Industrial,Ingeniero Electronico,1,FALSE
Ing. Electronico Y Telecomunicaciones,Ingeniero Electronico,1,FALSE
Ing. Emprearial Y De Sistemas,Ing. Emprearial Y De Sistemas,2,TRUE
Ing. Empresarial,Ing. Empresarial,1,TRUE
Ing. Empresarial Y De Sistemas,Ing. Empresarial Y De Sistemas,1,TRUE
Ing. En Computacion E Informatica,Ing. En Computacion E Informatica,1,TRUE
Ing. En Gestion Empresarial,Ing. En Gestion Empresarial,2,TRUE
Ing. En Informatica Y Sistemas,Ingenieria De Sistemas,4,FALSE
Ing. En Sistemas,Ingenieria De Sistemas,5,FALSE
Ing. En Sistemas E Informatica,Ingenieria De Sistemas,1,FALSE
Ing. Estadistico E Informatico,Ing. Estadistico E Informatico,1,TRUE
Ing. Gestion Empresarial,Ing. Gestion Empresarial,1,TRUE
Ing. Industrial,Ing. Industrial,23,TRUE
Ing. Informatica,Ing. Informatica,8,TRUE
Ing. Informatica Y De Sistemas,Ingenieria De Sistemas,5,FALSE
Ing. Informatica Y Sistemas,Ingenieria De Sistemas,2,FALSE
Ing. Informatico,Ing. Informatico,1,TRUE
Ing. Informatico - Reg. Cip No 160712,Ing. Informatico - Reg. Cip No 160712,1,TRUE
Ing. Mecatronica,Ing. Mecatronica,3,TRUE
Ing. Quimica,Ing. Quimica,1,TRUE
Ing. Redes Y Comunicaciones,Ing. Redes Y Comunicaciones,4,TRUE
Ing. Sist 4To Semestre,Ing. Sist 4To Semestre,1,TRUE
Ing. Sistemas,Ingenieria De Sistemas,13,FALSE
Ing. Sistemas / Estudiante,Ingenieria De Sistemas,4,FALSE
Ing. Sistemas Computacionales,Ingenieria De Sistemas,3,FALSE
Ing. Sistemas De Informacion,Ingenieria De Sistemas,1,FALSE
Ing. Sistemas Empresariales,Ingenieria De Sistemas,2,FALSE
Ing. Sistemas Empresrial,Ingenieria De Sistemas,2,FALSE
Ing. Sistemas Y Computacion,Ingenieria De Sistemas,3,FALSE
Ing. Sistemas Y Computo,Ingenieria De Sistemas,1,FALSE
Ing. Sitemas,Ing. Sitemas,1,TRUE
Ing. Telecomunicaciones,Ing. Telecomunicaciones,4,TRUE
Ing.Ciberseguridad,Ing.Ciberseguridad,1,TRUE
Ing.De Sistemas,Ingenieria De Sistemas,2,FALSE
Ing.Eletronica,Ing.Eletronica,1,TRUE
Ing.En Sistemas,Ingenieria De Sistemas,2,FALSE
Ing.Industrial,Ing.Industrial,4,TRUE
Ing.Sistemas,Ingenieria De Sistemas,4,FALSE
Ing.Sistemas Computacionales,Ingenieria De Sistemas,2,FALSE
Ing.Sistemas E Informatica,Ingenieria De Sistemas,1,FALSE
Ing.Sistemas Y Computo,Ingenieria De Sistemas,1,FALSE
Ingeneria De Sistema,Ingenieria De Sistemas,2,FALSE
Ingeneria De Sistemas,Ingenieria De Sistemas,7,FALSE
Ingeneria De Sistemas Computacionales,Ingenieria De Sistemas,2,FALSE
Ingeneria De Sistemas E Informatica,Ingenieria De Sistemas,1,FALSE
Ingeneria De Sistemas Y Telecomunicaciones,Ingenieria De Sistemas,1,FALSE
Ingeneria De Software,Ingeneria De Software,3,TRUE
Ingeneria De Telecomunicaciones,Ingeneria De Telecomunicaciones,1,TRUE
Ingeneria En Computacion Y Sistemas,Ingenieria De Sistemas,1,FALSE
Ingeneria Industrial,Ingeneria Industrial,3,TRUE
Ingeneria Informatica,Ingeneria Informatica,19,TRUE
Ingeneria Sistemas,Ingenieria De Sistemas,1,FALSE
Ingeneria Telematica,Ingeneria Telematica,1,TRUE
Ingenerio Industrial Y Comercial,Ingenerio Industrial Y Comercial,1,TRUE
Ingeniara De Sistemas - Titulado,Ingeniara De Sistemas - Titulado,1,TRUE
Ingeniera Alimentaria,Ingeniera Alimentaria,1,TRUE
Ingeniera Civil,Ingeniera Civil,2,TRUE
Ingeniera De Computacion E Informatica,Ingeniera De Computacion E Informatica,1,TRUE
Ingeniera De Gestion Empresarial,Ingeniera De Gestion Empresarial,1,TRUE
Ingeniera De Sistemas,Ingenieria De Sistemas,28,FALSE
Ingeniera De Sistemas - Titulada,Ingenieria De Sistemas,1,FALSE
Ingeniera De Sistemas Computacionales,Ingenieria De Sistemas,1,FALSE
Ingeniera De Sistemas E Informatica,Ingenieria De Sistemas,7,FALSE
Ingeniera De Sistemas Y Computacion,Ingenieria De Sistemas,1,FALSE
Ingeniera Electronica,Ingeniera Electronica,1,TRUE
Ingeniera Empresarial,Ingeniera Empresarial,1,TRUE
Ingeniera Empresarial Y De Sistemas,Ingenieria De Sistemas,3,FALSE
Ingeniera En Sistemas,Ingenieria De Sistemas,3,FALSE
Ingeniera Industrial,Ingeniera Industrial,9,TRUE
Ingeniera Industrial - Vi Ciclo,Ingeniera Industrial - Vi Ciclo,1,TRUE
Ingeniera Industrial Y Comercial,Ingeniera Industrial Y Comercial,1,TRUE
Ingeniera Industrial Y De Sistemas,Ingeniera Industrial Y De Sistemas,1,TRUE
Ingeniera Informatica,Ingeniera Informatica,3,TRUE
Ingeniera Sistemas,Ingenieria De Sistemas,1,FALSE
Ingenieria,Ingenieria,15,TRUE
Ingenieria Administrativa,Ingenieria Administrativa,1,TRUE
Ingenieria Ambiental,Ingenieria Ambiental,2,TRUE
Ingenieria Civil,Ingenieria Civil,6,TRUE
Ingenieria Comercial,Ingenieria Comercial,3,TRUE
Ingenieria D Sistemas,Ingenieria De Sistemas,1,FALSE
Ingenieria De Ciberseguridad,Ingenieria De Ciberseguridad,2,TRUE
Ingenieria De Computacion E Informatica,Ingenieria De Computacion E Informatica,1,TRUE
Ingenieria De Computacion Y Sistema,Ingenieria De Computacion Y Sistema,1,TRUE
Ingenieria De Computacion Y Sistemas,Ingenieria De Computacion Y Sistemas,54,TRUE
Ingenieria De Datos Con Microsoft Azure,Ingenieria De Datos Con Microsoft Azure,1,TRUE
Ingenieria De Diseno Industrial Y Desarrollo De Pr,Ingenieria De Diseno Industrial Y Desarrollo De Pr,1,TRUE
Ingenieria De Empresas Y Sistemas,Ingenieria De Empresas Y Sistemas,2,TRUE
Ingenieria De Gestion Empresarial,Ingenieria De Gestion Empresarial,17,TRUE
Ingenieria De Gestion Empresarial Y Sistema,Ingenieria De Gestion Empresarial Y Sistema,1,TRUE
Ingenieria De Informatica Y De Sistemas,Ingenieria De Informatica Y De Sistemas,2,TRUE
Ingenieria De La Informacion,Ingenieria De La Informacion,1,TRUE
Ingenieria De Las Telecomunicaciones,Ingenieria De Las Telecomunicaciones,9,TRUE
Ingenieria De Logistica Y Transporte,Ingenieria De Logistica Y Transporte,1,TRUE
Ingenieria De Minas,Ingenieria De Minas,1,TRUE
Ingenieria De Redes &Amp; Comunicaciones,Ingenieria De Redes &Amp; Comunicaciones,1,TRUE
Ingenieria De Redes Y Comunicaciones,Ingenieria De Redes Y Comunicaciones,61,TRUE
Ingenieria De Redes Y Telecomunicaciones,Ingenieria De Redes Y Telecomunicaciones,3,TRUE
Ingenieria De Requerimientos De Software,Ingenieria De Requerimientos De Software,3,TRUE
Ingenieria De Requerimientos Y Uml,Ingenieria De Requerimientos Y Uml,1,TRUE
Ingenieria De Seguridad Y Auditoria Informatica,Ingenieria De Seguridad Y Auditoria Informatica,1,TRUE
Ingenieria De Sistema,Ingenieria De Sistemas,2,FALSE
Ingenieria De Sistema 8Tavo Ciclo,Ingenieria De Sistemas,1,FALSE
