nombreUltimoEstudio,equivalencia,cantidad,igual
Bachiller Ing. Electronica,Bachiller Ing. Electronica,1,TRUE
Bachiller Ing. Industrial,Bachiller En Ingenieria Industrial,2,FALSE
Bachiller Ing. Sistemas,Bachiller En Ingenieria De Sistemas,2,FALSE
Bachiller Ingeneria De Sistemas,Bachiller En Ingenieria De Sistemas,1,FALSE
Bachiller Ingeniera De Sistemas,Bachiller En Ingenieria De Sistemas,1,FALSE
Bachiller Ingenieria Computacion Y Sistema,Bachiller En Ingenieria De Sistemas,1,FALSE
Bachiller Ingenieria De Redes Y Comunicacion,Bachiller En Ingenieria De Sistemas,1,FALSE
Bachiller Ingenieria De Sistemas,Bachiller En Ingenieria De Sistemas,16,FALSE
Bachiller Ingenieria De Sistemas Computacionales,Bachiller En Ingenieria De Sistemas,8,FALSE
Bachiller Ingenieria De Sistemas E Informatic,Bachiller En Ingenieria De Sistemas,1,FALSE
Bachiller Ingenieria De Sistemas Y Computo,Bachiller En Ingenieria De Sistemas,2,FALSE
Bachiller Ingenieria Electronica,Bachiller Ingenieria Electronica,1,TRUE
Bachiller Ingenieria En Sistemas,Bachiller Ingenieria En Sistemas,1,TRUE
Bachiller Ingenieria Industrial,Bachiller Ingenieria Industrial,3,TRUE
Bachiller Ingenieria Informatica,Bachiller Ingenieria Informatica,1,TRUE
Bachiller Ingenieria Sistemas E Informatica,Bachiller Ingenieria Sistemas E Informatica,1,TRUE
Bachiller Tecnico De Administracion De Redes,Bachiller Tecnico De Administracion De Redes,5,TRUE
Bachiller Tecnico En Computacion E Informatica,Bachiller Tecnico En Computacion E Informatica,1,TRUE
Bachiller Trabajo Social,Bachiller Trabajo Social,1,TRUE
Bachiller Universitario,Bachiller Universitario,1,TRUE
Bachiller/Trabajo Social,Bachiller/Trabajo Social,1,TRUE
Bachillerato En Ingenieria De Sistemas,Bachillerato En Ingenieria De Sistemas,2,TRUE
Bachiller-Contabilidad Y Auditoria,Bachiller-Contabilidad Y Auditoria,1,TRUE
Back End Development And Apis,Back End Development And Apis,1,TRUE
Backend Developer,Backend Developer,1,TRUE
Banca,Banca,3,TRUE
Bartender Profesional,Bartender Profesional,1,TRUE
Base De Datos Con Sql Server - Avanzado,Base De Datos Con Sql Server - Avanzado,1,TRUE
Base De Datos Sql Server,Base De Datos Sql Server,1,TRUE
Becario De Salesforce,Becario De Salesforce,1,TRUE
Bi Reporting,Bi Reporting,1,TRUE
Bienestar Social Y Calidad De Vida En Las Empresas,Bienestar Social Y Calidad De Vida En Las Empresas,1,TRUE
Big Data,Big Data,5,TRUE
Big Data &Amp; Analytics In Azure,Big Data &Amp; Analytics In Azure,1,TRUE
Big Data &Amp; Machine Learning Professional,Big Data &Amp; Machine Learning Professional,1,TRUE
Big Data / Bi,Big Data / Bi,1,TRUE
Big Data E Inteligencia Artificial A La Industria,Big Data E Inteligencia Artificial A La Industria,1,TRUE
Big Data En Entornos Seguros,Big Data En Entornos Seguros,1,TRUE
Big Data Expert,Big Data Expert,4,TRUE
Big Data Hadoop,Big Data Hadoop,2,TRUE
Big Data On Google Cloud Platform,Big Data On Google Cloud Platform,1,TRUE
Big Data Y Business Analytics,Big Data Y Business Analytics,1,TRUE
Big Data Y Machine Learning: Bi Y Data Mining.,Big Data Y Machine Learning: Bi Y Data Mining.,2,TRUE
Big Data Y Seguridad De La Informacion,Big Data Y Seguridad De La Informacion,1,TRUE
Bombero Voluntario,Bombero Voluntario,1,TRUE
Boopstrap,Boopstrap,1,TRUE
Bootcamp Codigo,Bootcamp Codigo,1,TRUE
Bootcamp Fullstack,Bootcamp Fullstack,1,TRUE
Bpmn,Bpmn,1,TRUE
Branding E Identidad Visual,Branding E Identidad Visual,1,TRUE
Britanico,Britanico,1,TRUE
Broker Junior,Broker Junior,2,TRUE
Bs Computer Science,Bs Computer Science,1,TRUE
Buenas Practicas De Itil,Buenas Practicas De Itil,1,TRUE
Business Analytics,Business Analytics,3,TRUE
Business Analytics &Amp; Bigdata,Business Analytics &Amp; Bigdata,1,TRUE
Business Analytics Con Python,Business Analytics Con Python,1,TRUE
Business Continuity Professional Iso 22301,Business Continuity Professional Iso 22301,1,TRUE
Business English,Business English,1,TRUE
Business Inteligence Implementacion,Business Inteligence Implementacion,1,TRUE
Business Intelligence,Business Intelligence,5,TRUE
Business Intelligence - Sql Server 2016,Business Intelligence - Sql Server 2016,1,TRUE
Business Intelligence &Amp; Analitycs,Business Intelligence &Amp; Analitycs,1,TRUE
Business Intelligence / Sql Server 2019,Business Intelligence / Sql Server 2019,1,TRUE
Business Intelligence Avanzado,Business Intelligence Avanzado,1,TRUE
Business Intelligence Con Sql Server 2012,Business Intelligence Con Sql Server 2012,1,TRUE
Business Intelligence For Data Analytics,Business Intelligence For Data Analytics,3,TRUE
Business Intelligence Power Bi,Business Intelligence Power Bi,1,TRUE
Business Intelligence Professional Certification,Business Intelligence Professional Certification,1,TRUE
Business Intelligence Sql Server 2012 Basico,Business Intelligence Sql Server 2012 Basico,1,TRUE
Business Intelligence Y Big Data,Business Intelligence Y Big Data,2,TRUE
"Business Intelligence, Analytics Y Big Data","Business Intelligence, Analytics Y Big Data",1,TRUE
Business Model Canvas Essentials Professional,Business Model Canvas Essentials Professional,1,TRUE
Business Process Management (Iso 19510),Business Process Management (Iso 19510),1,TRUE
Bussines Inteligent Sql Server 2019,Bussines Inteligent Sql Server 2019,2,TRUE
Bussines Intelligence,Bussines Intelligence,2,TRUE
Cadista,Cadista,1,TRUE
Cajero / Promotor De Servicios,Cajero / Promotor De Servicios,1,TRUE
Cajero Bancario,Cajero Bancario,1,TRUE
Cajero Comercial Y Bancario,Cajero Comercial Y Bancario,1,TRUE
Cajero Promotor De Servicios,Cajero Promotor De Servicios,1,TRUE
Calidad Total Y Productividad,Calidad Total Y Productividad,2,TRUE
Calidad Y Gestion De Software,Calidad Y Gestion De Software,1,TRUE
Candidata En Proceso Del Executive Mba,Candidata En Proceso Del Executive Mba,1,TRUE
Capacitacion En Gestion De Proyectos,Capacitacion En Gestion De Proyectos,1,TRUE
Capacitacion En Sgsi,Capacitacion En Sgsi,1,TRUE
Capacitacion Full-Day: Lean Six Sigma Yellow Belt,Capacitacion Full-Day: Lean Six Sigma Yellow Belt,1,TRUE
Capasitacion En Aviones Boeing 737-200 Y 737-400,Capasitacion En Aviones Boeing 737-200 Y 737-400,2,TRUE
Capital Humano,Capital Humano,1,TRUE
Capm,Capm,1,TRUE
Carrera,Carrera,2,TRUE
Carrera Administracion Y Sistemas,Carrera Administracion Y Sistemas,1,TRUE
Carrera Computacion,Carrera Computacion,1,TRUE
Carrera De Administracion,Carrera De Administracion,1,TRUE
Carrera De Computacion E Informatica,Carrera De Computacion E Informatica,1,TRUE
Carrera De Contabilidad Con Mencion En Auditoria,Carrera De Contabilidad Con Mencion En Auditoria,1,TRUE
Carrera De Economia,Carrera De Economia,1,TRUE
Carrera De Ingenieria Empresarial Y De Sistemas,Carrera De Ingenieria Empresarial Y De Sistemas,2,TRUE
Carrera De Ingenieria Industrial,Carrera De Ingenieria Industrial,1,TRUE
Carrera De Psicologia,Carrera De Psicologia,1,TRUE
Carrera De Trabajo Social,Carrera De Trabajo Social,1,TRUE
Carrera Ingenieria De Sistemas - Programa Epe,Carrera Ingenieria De Sistemas - Programa Epe,1,TRUE
Carrera Ingenieria Informatica,Carrera Ingenieria Informatica,1,TRUE
Carrera Profesional,Carrera Profesional,2,TRUE
Carrera Profesional De Derecho,Carrera Profesional De Derecho,1,TRUE
Carrera Profesional De Ingenieria De Sistemas,Carrera Profesional De Ingenieria De Sistemas,3,TRUE
Carrera Profesional Tecnica,Carrera Profesional Tecnica,1,TRUE
Carrera Universitaria Para Gente Que Trabaja,Carrera Universitaria Para Gente Que Trabaja,4,TRUE
Carrera_Estudiante,Carrera_Estudiante,1,TRUE
Cbio 16 Catalog Manager And Order Care Advanced,Cbio 16 Catalog Manager And Order Care Advanced,1,TRUE
Ccda Designer,Ccda Designer,10,TRUE
Ccna,Ccna,9,TRUE
Ccna - Cisco Certificate Network Associate,Ccna,1,FALSE
Ccna + Asa,Ccna,1,FALSE
Ccna 3,Ccna,1,FALSE
Ccna 3 V6.0: Scaling Networks,Ccna,2,FALSE
Ccna 4 Connecting Networks,Ccna,1,FALSE
Ccna Cisco,Ccna,1,FALSE
Ccna Cisco Certified Network Associate,Ccna,5,FALSE
Ccna Ii,Ccna,1,FALSE
Ccna Ii Routing And Switch,Ccna,2,FALSE
Ccna Routing &Amp; Switching,Ccna,3,FALSE
Ccna Routing And Switching,Ccna,1,FALSE
Ccna Routing And Switching Modulo 2,Ccna,1,FALSE
Ccna Routing And Switching V.6,Ccna,1,FALSE
Ccna Routing And Switching: Introduccion A Redes,Ccna,1,FALSE
Ccna V6.0,Ccna,1,FALSE
"Ccna V7 - Modulo 3: Redes Empresariales, Seguridad",Ccna,1,FALSE
Ccna1 V7,Ccna,1,FALSE
Centrum Graduate Business School,Centrum Graduate Business School,1,TRUE
Cert.Senior Consultant Helium Bpm,Cert.Senior Consultant Helium Bpm,2,TRUE
Certificacion Auditor Lider Iso9001,Certificacion Auditor Lider Iso9001,1,TRUE
Certificacion Aws Cloud Practitioner (Clf),Certificacion Aws Cloud Practitioner (Clf),1,TRUE
Certificacion Az-400: Devops Engineer Expert,Certificacion Az-400: Devops Engineer Expert,2,TRUE
Certificacion Azure Administrator,Certificacion Azure Administrator,2,TRUE
Certificacion Bot Builder Rocketbot Expert Level 1,Certificacion Bot Builder Rocketbot Expert Level 1,1,TRUE
Certificacion Ccna,Certificacion Ccna,2,TRUE
Certificacion Cisco Ccna Routing / Switching,Certificacion Cisco Ccna Routing / Switching,2,TRUE
Certificacion Coach Ejecutivo,Certificacion Coach Ejecutivo,1,TRUE
Certificacion Comercial,Certificacion Comercial,1,TRUE
Certificacion De Administracion De Linux,Certificacion De Administracion De Linux,2,TRUE
Certificacion De Cajeros,Certificacion De Cajeros,1,TRUE
Certificacion En Azure Fundamentals,Certificacion En Azure Fundamentals,1,TRUE
Certificacion En Couching Ontologico,Certificacion En Couching Ontologico,3,TRUE
Certificacion En Itil Foundation,Certificacion En Itil Foundation,1,TRUE
Certificacion En Sap Mm,Certificacion En Sap Mm,1,TRUE
Certificacion Excel Avanzado,Certificacion Excel Avanzado,1,TRUE
Certificacion Gestion De Proyectos Pmbok 6.0,Certificacion Gestion De Proyectos Pmbok 6.0,1,TRUE
Certificacion Google Analitycs,Certificacion Google Analitycs,1,TRUE
Certificacion Hcna,Certificacion Hcna,1,TRUE
Certificacion Internacional Istqb Foundation Lev,Certificacion Internacional Istqb Foundation Lev,1,TRUE
Certificacion Iso 27001 Senior Lead Implementer,Certificacion Iso 27001 Senior Lead Implementer,1,TRUE
Certificacion Istqb,Certificacion Istqb,1,TRUE
Certificacion Itil,Certificacion Itil,3,TRUE
Certificacion Itil Foundation,Certificacion Itil,2,FALSE
Certificacion Itil Foundation V3,Certificacion Itil,2,FALSE
Certificacion Itil V3.,Certificacion Itil,1,FALSE
Certificacion Itil V3. Foundation,Certificacion Itil,1,FALSE
Certificacion Itil(R) Foundation Certificate V3,Certificacion Itil,1,FALSE
Certificacion Kanban System Design - Kpmi(R),Certificacion Kanban System Design - Kpmi(R),1,TRUE
Certificacion Legislacion Laboral,Certificacion Legislacion Laboral,1,TRUE
Certificacion Microsoft Mcsa Server 2012,Certificacion Microsoft Mcsa Server 2012,2,TRUE
Certificacion Mos Excel Expert,Certificacion Mos Excel Expert,1,TRUE
"Certificacion Nse 1, 2 Y 3","Certificacion Nse 1, 2 Y 3",2,TRUE
Certificacion Para Cajero Bancario,Certificacion Para Cajero Bancario,2,TRUE
Certificacion Pmp,Certificacion Pmp,3,TRUE
Certificacion Power Bi,Certificacion Power Bi,1,TRUE
Certificacion Product Owner,Certificacion Product Owner,2,TRUE
Certificacion Sap B1 9.3 Hana,Certificacion Sap B1 9.3 Hana,1,TRUE
Certificacion Scrum,Certificacion Scrum,1,TRUE
Certificacion Scrum Developer Y Master,Certificacion Scrum Developer Y Master,2,TRUE
Certificacion Scrum Foundation,Certificacion Scrum Foundation,1,TRUE
Certificacion Scrum Master,Certificacion Scrum Master,6,TRUE
Certificacion Scrum Master Alliance,Certificacion Scrum Master Alliance,1,TRUE
Certificacion Six Sigma Yellowbelt Profesional,Certificacion Six Sigma Yellowbelt Profesional,3,TRUE
Certificacion: Agile Coach,Certificacion: Agile Coach,1,TRUE
Certificada En Scrum Master,Certificada En Scrum Master,1,TRUE
Certificado,Certificado,2,TRUE
Certificado Cisco Ccna Networking,Certificado Cisco Ccna Networking,1,TRUE
Certificado Cloud Computing,Certificado Cloud Computing,1,TRUE
Certificado Design Thinking,Certificado Design Thinking,1,TRUE
Certificado En Desing Thinking,Certificado En Desing Thinking,1,TRUE
Certificado En Ethical Hacking,Certificado En Ethical Hacking,1,TRUE
Certificado En Fundamentos De Scrum,Certificado En Fundamentos De Scrum,1,TRUE
Certificado En Itil(R) Foundation Certificate,Certificado En Itil(R) Foundation Certificate,1,TRUE
Certificado En Microsoft Azure Az900,Certificado En Microsoft Azure Az900,1,TRUE
Certificado En Redaccion Creativa,Certificado En Redaccion Creativa,1,TRUE
Certificado Ios Developer,Certificado Ios Developer,1,TRUE
Certificado Itil Foundation In It Service Manageme,Certificado Itil Foundation In It Service Manageme,1,TRUE
Certificado Itil V3 Edicion 2011,Certificado Itil V3 Edicion 2011,1,TRUE
Certificado Oficial Azure Architect Expert,Certificado Oficial Azure Architect Expert,1,TRUE
Certificado Oficial Azure Solut. Architect Expert,Certificado Oficial Azure Solut. Architect Expert,2,TRUE
Certificado Oracle 11G,Certificado Oracle 11G,2,TRUE
Certificado Scrum Master,Certificado Scrum Master,2,TRUE
Certificado Six Sigma Yellow Belt Profesional,Certificado Six Sigma Yellow Belt Profesional,4,TRUE
Certificado Terminal Y Lineas De Comandos Linux,Certificado Terminal Y Lineas De Comandos Linux,1,TRUE
Certificate In It Service Management (Itil),Certificate In It Service Management (Itil),3,TRUE
Certification Ccna Cybersecurity Essentials,Certification Ccna Cybersecurity Essentials,2,TRUE
Certification Official Microsoft Specialist,Certification Official Microsoft Specialist,1,TRUE
Certification: Acronis Cloud Sales Fundamentals,Certification: Acronis Cloud Sales Fundamentals,2,TRUE
Certified Ethical Hacking,Certified Ethical Hacking,3,TRUE
Certified Information Security System Security Pro,Certified Information Security System Security Pro,5,TRUE
Certified Management 3.0 Change Management Game,Certified Management 3.0 Change Management Game,1,TRUE
Certified Scrummaster,Certified Scrummaster,1,TRUE
Certified Scrummaster(R) (Csm(R)),Certified Scrummaster(R) (Csm(R)),1,TRUE
Certified Team Kanban Practitioner,Certified Team Kanban Practitioner,1,TRUE
Certiprof Lead Cybersecurity,Certiprof Lead Cybersecurity,1,TRUE
Cfa Fundamentals Certification,Cfa Fundamentals Certification,1,TRUE
Chatsbots Para Facebook,Chatsbots Para Facebook,1,TRUE
Chertifed Ethical Hacker,Chertifed Ethical Hacker,5,TRUE
Ciberseguridad,Ciberseguridad,1,TRUE
Ciberseguridad Y Gestion De La Informacion,Ciberseguridad Y Gestion De La Informacion,1,TRUE
Cibertec,Cibertec,1,TRUE
Ciencia De Datos,Ciencia De Datos,4,TRUE
"Ciencia De Datos, Machine Learning","Ciencia De Datos, Machine Learning",1,TRUE
Ciencia De La Computacion,Ciencia De La Computacion,4,TRUE
Ciencia De La Comunicacion,Ciencia De La Comunicacion,2,TRUE
Ciencia De Los Datos,Ciencia De Los Datos,1,TRUE
Ciencias Administrativas,Ciencias Administrativas,2,TRUE
Ciencias Administrativas Y Ciencias Economica,Ciencias Administrativas Y Ciencias Economica,1,TRUE
Ciencias Aeronauticas,Ciencias Aeronauticas,2,TRUE
Ciencias Contables,Ciencias Contables,1,TRUE
Ciencias Contables Y Finanzas,Ciencias Contables,1,FALSE
Ciencias De La Computacion,Ciencias De La Computacion,6,TRUE
Ciencias De La Comunicacion,Ciencias De La Comunicacion,26,TRUE
Ciencias De La Comunicacion Y Publicidad,Ciencias De La Comunicacion,1,FALSE
Ciencias De La Educacion Con Mencion En Gestion Ed,Ciencias De La Educacion Con Mencion En Gestion Ed,1,TRUE
"Ciencias Politicas Y Sociologia - Sociedad, Estad","Ciencias Politicas Y Sociologia - Sociedad, Estad",3,TRUE
Ciencias Publicitarias,Ciencias Publicitarias,1,TRUE
Ciencias Y Tecnologias De La Comunicacion,Ciencias Y Tecnologias De La Comunicacion,1,TRUE
Cientifico De La Computacion,Cientifico De La Computacion,1,TRUE
Cientifico De Los Datos,Cientifico De Los Datos,1,TRUE
Cirujano Dentista,Cirujano Dentista,1,TRUE
Cisco - It Essentials,Cisco - It Essentials,5,TRUE
Cisco Ccna,Cisco Ccna,1,TRUE
Cisco Ccna V7.0,Cisco Ccna V7.0,1,TRUE
Cisco Certified Network Asociate,Cisco Certified Network Asociate,1,TRUE
Cisco Certified Network Associated - Ccna,Cisco Certified Network Associated - Ccna,1,TRUE
Cisco Ciber Security,Cisco Ciber Security,1,TRUE
Cisco Networking Ccna,Cisco Networking Ccna,1,TRUE
Cissp (Certified Information Systems Security,Cissp (Certified Information Systems Security,1,TRUE
Cissp De (Isc)2,Cissp De (Isc)2,1,TRUE
Clearing And Settlement Processing Known,Clearing And Settlement Processing Known,1,TRUE
Clinica De Branding,Clinica De Branding,1,TRUE
Cloud Computing,Cloud Computing,4,TRUE
Cloud Computing Google,Cloud Computing Google,1,TRUE
Cloud Core,Cloud Core,1,TRUE
Cmmi - Dev,Cmmi - Dev,1,TRUE
Coach Ejecutivo,Coach Ejecutivo,1,TRUE
Coach En Gestion De Empresas,Coach En Gestion De Empresas,1,TRUE
Coach Neurolinguistico,Coach Neurolinguistico,1,TRUE
Coaching Educativa,Coaching Educativa,1,TRUE
Coaching Ontologico,Coaching Ontologico,1,TRUE
Cobit 5.0,Cobit 5.0,1,TRUE
Colegiada,Colegiada,1,TRUE
Colegiada En Trabajo Social Ctsp 10107,Colegiada En Trabajo Social Ctsp 10107,1,TRUE
Colegiada Y Titulada En Trabajo Social,Colegiada Y Titulada En Trabajo Social,1,TRUE
Colegiado,Colegiado,3,TRUE
Colegiado De Ingenieria De Sistemas,Colegiado De Ingenieria De Sistemas,1,TRUE
Colegiado De Ingeniero Del Peru,Colegiado De Ingeniero Del Peru,1,TRUE
Colegiado En Ingenieria De Sistemas,Colegiado En Ingenieria De Sistemas,2,TRUE
Colegiado En Ingeniero De Sistemas,Colegiado En Ingeniero De Sistemas,1,TRUE
Colegiatura,Colegiatura,1,TRUE
Colegiatura .Colegio De Ingenieros Del Peru,Colegiatura .Colegio De Ingenieros Del Peru,2,TRUE
Colegiatura C.I.P. 224294,Colegiatura C.I.P. 224294,2,TRUE
Colegiatura De Inegnieria De Sistemas,Colegiatura De Inegnieria De Sistemas,1,TRUE
Comercializacion,Comercializacion,1,TRUE
Comercio Electronico,Comercio Electronico,1,TRUE
Comercio Exterior,Comercio Exterior,3,TRUE
Comercio Internacional,Comercio Internacional,1,TRUE
Comercio Y Negocios Internacionales,Comercio Y Negocios Internacionales,2,TRUE
Communication And Digital Media,Communication And Digital Media,1,TRUE
Community Management,Community Management,3,TRUE
Community Manager,Community Manager,8,TRUE
Community Manager - Curso,Community Manager - Curso,1,TRUE
Community Manegment,Community Manegment,1,TRUE
Como Vender Con Exito Al Estado,Como Vender Con Exito Al Estado,1,TRUE
Compensaciones,Compensaciones,1,TRUE
Competencias Para La Empleabilidad,Competencias Para La Empleabilidad,1,TRUE
Componentes Basicos De Una Solucion De Big Data,Componentes Basicos De Una Solucion De Big Data,1,TRUE
