lastWorkPosition,equivalence,count,equals
Analista Planeamiento Financiero,Analista Planeamiento Financiero,1,TRUE
Analista Pmo,Analista Pmo,7,TRUE
Analista Preventa De Proyectos,Analista Preventa De Proyectos,4,TRUE
Analista Procedimiento Administrativo Sancionador,Analista Procedimiento Administrativo Sancionador,1,TRUE
Analista Programador,Analista Programador,235,TRUE
Analista Programador .Net,Analista Programador,20,FALSE
Analista Programador .Net Oracle,Analista Programador,1,FALSE
Analista Programador .Net Senior,Analista Programador,1,FALSE
Analista Programador Andorid,Analista Programador,1,FALSE
Analista Programador Back End,Analista Programador,1,FALSE
Analista Programador Cliente Belmond,Analista Programador,1,FALSE
Analista Programador Cliente Telefonica- Visanet,Analista Programador,1,FALSE
Analista Programador De Aplicaciones .Net,Analista Programador,1,FALSE
Analista Programador De Sistemas,Analista Programador,15,FALSE
Analista Programador Front End,Analista Programador,1,FALSE
Analista Programador Full Stack,Analista Programador,2,FALSE
Analista Programador- Full Stack,Analista Programador,1,FALSE
Analista Programador Fullstack,Analista Programador,1,FALSE
Analista Programador Java,Analista Programador,23,FALSE
Analista Programador Java Senior,Analista Programador,2,FALSE
Analista Programador Magento,Analista Programador,1,FALSE
"Analista Programador Microsoft Vs.Net C#,Vb",Analista Programador,1,FALSE
Analista Programador Nivel I,Analista Programador,2,FALSE
Analista Programador Node Js,Analista Programador,1,FALSE
Analista Programador Oracle,Analista Programador,1,FALSE
Analista Programador Pl Sql,Analista Programador,1,FALSE
Analista Programador Pl/Sql Y Java,Analista Programador,1,FALSE
Analista Programador Semi Senior,Analista Programador,1,FALSE
Analista Programador Semi Senior Php - Bi,Analista Programador,1,FALSE
Analista Programador Senior,Analista Programador,13,FALSE
Analista Programador Senior - Arquitecto,Analista Programador,1,FALSE
Analista Programador Senior Full Stack,Analista Programador,1,FALSE
Analista Programador Seniro,Analista Programador,1,FALSE
Analista Programador Sharepoint,Analista Programador,2,FALSE
Analista Programador Soa Senior,Analista Programador,1,FALSE
Analista Programador Ssoma,Analista Programador,1,FALSE
Analista Programador Web,Analista Programador,2,FALSE
Analista Programador Y Testing Qa,Analista Programador,1,FALSE
Analista Programador. Net,Analista Programador,1,FALSE
Analista Programadora,Analista Programador,1,FALSE
Analista Qa,Analista De Calidad,25,FALSE
Analista Qa - Testing,Analista De Calidad,6,FALSE
Analista Qa / Funcional - Scrum Master,Analista De Calidad,1,FALSE
Analista Qa Automatizador,Analista De Calidad,1,FALSE
Analista Qa Funcional,Analista De Calidad,2,FALSE
Analista Qa Ii,Analista De Calidad,1,FALSE
Analista Qa Junior,Analista De Calidad,1,FALSE
Analista Qa Mobile,Analista De Calidad,1,FALSE
Analista Qa Ssr / Rimac Seguros,Analista De Calidad,1,FALSE
Analista Qa Y Automatizacion De Pruebas,Analista De Calidad,2,FALSE
Analista Qas Funcional,Analista De Calidad,2,FALSE
Analista Qc,Analista Qc,1,TRUE
Analista Redes Y Comunicaciones Y Soporte,Analista Redes Y Comunicaciones Y Soporte,1,TRUE
Analista Regional,Analista Regional,3,TRUE
Analista Reporte Datos-Dispatcher Ti,Analista Reporte Datos-Dispatcher Ti,4,TRUE
Analista Responsable De Sistemas,Analista Responsable De Sistemas,1,TRUE
Analista Rpa. Cliente Scotiabank,Analista Rpa. Cliente Scotiabank,1,TRUE
Analista Rrhh,Analista Rrhh,1,TRUE
Analista Sap,Analista Sap,10,TRUE
Analista Sap B1,Analista Sap B1,1,TRUE
Analista Sap Businesss Objects,Analista Sap Businesss Objects,1,TRUE
Analista Sap Sd Mm,Analista Sap Sd Mm,1,TRUE
Analista Semi Senior De Qa,Analista Semi Senior De Qa,2,TRUE
Analista Senior,Analista Senior,9,TRUE
Analista Senior Base De Datos,Analista Senior Base De Datos,2,TRUE
Analista Senior Bi Y Data Scientist,Analista Senior Bi Y Data Scientist,1,TRUE
Analista Senior De Aseguramiento De La Calidad,Analista Senior De Aseguramiento De La Calidad,1,TRUE
Analista Senior De Bi,Analista Senior De Bi,1,TRUE
Analista Senior De Calidad Qa,Analista Senior De Calidad Qa,1,TRUE
Analista Senior De Estrategias De Cobranza,Analista Senior De Estrategias De Cobranza,1,TRUE
Analista Senior De Ingenieria,Analista Senior De Ingenieria,1,TRUE
Analista Senior De Negocios,Analista Senior De Negocios,1,TRUE
Analista Senior De Operaciones,Analista Senior De Operaciones,2,TRUE
Analista Senior De Procesos,Analista Senior De Procesos,1,TRUE
Analista Senior De Procesos De Negocios Corp.,Analista Senior De Procesos De Negocios Corp.,1,TRUE
Analista Senior De Seguridad De Informacion,Analista Senior De Seguridad De Informacion,1,TRUE
Analista Senior De Servicios E Infraestructura,Analista Senior De Servicios E Infraestructura,1,TRUE
Analista Senior De Soluciones Digitales,Analista Senior De Soluciones Digitales,1,TRUE
Analista Senior De Soporte,Analista Senior De Soporte,1,TRUE
Analista Senior De Soporte Microinformatico,Analista Senior De Soporte Microinformatico,1,TRUE
Analista Senior It,Analista Senior It,1,TRUE
Analista Senior Oracle Acselx,Analista Senior Oracle Acselx,1,TRUE
Analista Senior Programador,Analista Senior Programador,5,TRUE
Analista Senior Servidores Y Aplicaciones,Analista Senior Servidores Y Aplicaciones,1,TRUE
Analista Senior Sistemas Erp,Analista Senior Sistemas Erp,2,TRUE
Analista Senior Telecontrol,Analista Senior Telecontrol,1,TRUE
Analista Senior Ti,Analista Senior Ti,2,TRUE
Analista Sharepoint,Analista Sharepoint,1,TRUE
Analista Sig,Analista Sig,1,TRUE
Analista Sistemas,Analista Sistemas,1,TRUE
Analista Sistemas Senior - Lider Tecnico,Analista Sistemas,1,FALSE
Analista Sistemas Sr,Analista Sistemas,1,FALSE
Analista Soc,Analista Soc,1,TRUE
Analista Social,Analista Social,1,TRUE
Analista Soporte De Aplicaciones,Analista Soporte De Aplicaciones,1,TRUE
Analista Soporte Tecnico N2,Analista Soporte Tecnico N2,2,TRUE
Analista Soporte Y Monitoreo Ti(Proyecto 9 Meses),Analista Soporte Y Monitoreo Ti(Proyecto 9 Meses),1,TRUE
Analista Sox,Analista Sox,1,TRUE
Analista Sr. Mobile,Analista Sr. Mobile,1,TRUE
Analista Ssoma,Analista Ssoma,2,TRUE
Analista Tecnico,Analista Tecnico,4,TRUE
Analista Tecnico / Full Stack Developer,Analista Tecnico,1,FALSE
Analista Tecnico De Proyectos,Analista Tecnico,1,FALSE
Analista Tecnico Funcional Acsel/X,Analista Tecnico,2,FALSE
Analista Tecnico Funcional Ellucian Mexico,Analista Tecnico,2,FALSE
Analista Tecnico Java,Analista Tecnico,4,FALSE
Analista Tecnico Programador,Analista Tecnico,2,FALSE
Analista Tecnico Senior,Analista Tecnico,1,FALSE
Analista Ti,Analista De Ti,12,FALSE
Analista Transformacion Y Experiencia Del Cliente,Analista Transformacion Y Experiencia Del Cliente,1,TRUE
Analista Web,Analista Web,1,TRUE
Analista Y Coordinadora Online De Almacen,Analista Y Coordinadora Online De Almacen,1,TRUE
Analista Y Desarrollador,Analista Y Desarrollador,1,TRUE
Analista Y Desarrollador De Sistemas,Analista Y Desarrollador De Sistemas,8,TRUE
Analista/Programador,Analista/Programador,1,TRUE
Analistas De Sistemas,Analistas De Sistemas,1,TRUE
Analistra De Infraestructura Ti,Analistra De Infraestructura Ti,1,TRUE
Analistra Programador Net,Analistra Programador Net,1,TRUE
Analsita Programador,Analsita Programador,1,TRUE
Analuta Front-End/ Seo,Analuta Front-End/ Seo,1,TRUE
Analyst Software Engineer,Analyst Software Engineer,1,TRUE
Analytic Leader,Analytic Leader,1,TRUE
Analytical Systems Analyst,Analytical Systems Analyst,1,TRUE
Android Developer,Android Developer,1,TRUE
Apmo - Lider Agil,Apmo - Lider Agil,1,TRUE
Apoderada,Apoderada,1,TRUE
Apoderado,Apoderado,2,TRUE
Apoyo Academico,Apoyo Academico,1,TRUE
Apoyo Administrativo,Apoyo Administrativo,2,TRUE
Apoyo En Desarrolllo De Herramientas Tecnologicas,Apoyo En Desarrolllo De Herramientas Tecnologicas,1,TRUE
Apoyo En Digitacion Y Mesa De Partes,Apoyo En Digitacion Y Mesa De Partes,2,TRUE
Apoyo En El Manejo De Mesa De Ayuda,Apoyo En El Manejo De Mesa De Ayuda,1,TRUE
Apoyo Tecnico En Equipos Medicos,Apoyo Tecnico En Equipos Medicos,1,TRUE
Applicafion Officer,Applicafion Officer,1,TRUE
Application Analyst,Application Analyst,2,TRUE
Application Development,Application Development,1,TRUE
Application Development Senior Analyst,Application Development Senior Analyst,1,TRUE
Application Expert,Application Expert,1,TRUE
Aprendiz,Aprendiz,1,TRUE
Aprendizaje Y Capacitacion,Aprendizaje Y Capacitacion,1,TRUE
Archivador - Asistente De Rr.Hh,Archivador - Asistente De Rr.Hh,1,TRUE
Area De Infraestructura Ti,Area De Infraestructura Ti,1,TRUE
Area De Operaciones / Pacifico Seguros,Area De Operaciones / Pacifico Seguros,1,TRUE
Area Gite,Area Gite,1,TRUE
Area Otin-Practicante,Area Otin-Practicante,1,TRUE
Arquitecta Encargada De Post Venta,Arquitecta Encargada De Post Venta,1,TRUE
Arquitecta Sac,Arquitecta Sac,1,TRUE
Arquitecto,Arquitecto,2,TRUE
Arquitecto Analista It,Arquitecto Analista It,1,TRUE
Arquitecto Aws,Arquitecto Aws,6,TRUE
Arquitecto Cloud,Arquitecto Cloud,1,TRUE
Arquitecto De Aplicaciones,Arquitecto De Aplicaciones,3,TRUE
Arquitecto De Datos,Arquitecto De Datos,1,TRUE
Arquitecto De Software,Arquitecto De Software,2,TRUE
Arquitecto De Solucion,Arquitecto De Soluciones,1,FALSE
Arquitecto De Soluciones,Arquitecto De Soluciones,4,TRUE
Arquitecto De Soluciones Azure,Arquitecto De Soluciones,1,FALSE
Arquitecto De Soluciones Ti,Arquitecto De Soluciones,2,FALSE
Arquitecto De Tecnologia,Arquitecto De Tecnologia,2,TRUE
Arquitecto Devops,Arquitecto Devops,2,TRUE
Arquitecto Devops - Mibanco,Arquitecto Devops - Mibanco,1,TRUE
Arquitecto Digital,Arquitecto Digital,1,TRUE
Arquitecto Digital / Lider Tecnico,Arquitecto Digital / Lider Tecnico,2,TRUE
Arquitecto Dwh,Arquitecto Dwh,2,TRUE
Arquitecto Empresarial,Arquitecto Empresarial,1,TRUE
Arquitecto En Digitalizacion De Procesos,Arquitecto En Digitalizacion De Procesos,1,TRUE
Arquitecto Integracion,Arquitecto Integracion,7,TRUE
Arquitecto Sistemas Bi,Arquitecto Sistemas Bi,1,TRUE
Arquitecto Soluciones,Arquitecto Soluciones,1,TRUE
Arquitecto Tecnico - Devops,Arquitecto Tecnico - Devops,1,TRUE
Arquitecto Ti,Arquitecto Ti,11,TRUE
Arquitecto Y Desarrollador De Software,Arquitecto Y Desarrollador De Software,2,TRUE
Art Director,Art Director,1,TRUE
Aseguramiento De La Calidad,Aseguramiento De La Calidad,1,TRUE
Aserora Comercial,Aserora Comercial,1,TRUE
Asesor,Asesor,6,TRUE
Asesor Anticorrupcion - Essalud,Asesor Anticorrupcion - Essalud,1,TRUE
Asesor Atencion Al Cliente,Asesor Atencion Al Cliente,1,TRUE
Asesor Comercial,Asesor Comercial,23,TRUE
Asesor Comercial De Salud,Asesor Comercial,1,FALSE
Asesor Comercial Educativo,Asesor Comercial,1,FALSE
Asesor Comercial Gobierno,Asesor Comercial,1,FALSE
Asesor Comercial Mitsubishi Pesados,Asesor Comercial,1,FALSE
Asesor Comercial Posgrado,Asesor Comercial,1,FALSE
Asesor Comercial Senior,Asesor Comercial,6,FALSE
Asesor Corporativo,Asesor Corporativo,1,TRUE
Asesor Corporativo Comercial,Asesor Corporativo Comercial,2,TRUE
Asesor Corporativo Senior,Asesor Corporativo Senior,1,TRUE
Asesor De Atencion Al Cliente Y Ventas,Asesor De Atencion Al Cliente Y Ventas,1,TRUE
Asesor De Banca Telefonica,Asesor De Banca Telefonica,1,TRUE
Asesor De Capacitacion,Asesor De Capacitacion,1,TRUE
Asesor De Cobranza,Asesor De Cobranza,1,TRUE
Asesor De Creditos Educativos,Asesor De Creditos Educativos,1,TRUE
Asesor De Customer Service,Asesor De Customer Service,1,TRUE
Asesor De Experiencia,Asesor De Experiencia,1,TRUE
Asesor De Ing.Sistemas E Informatica - Electronica,Asesor De Ing.Sistemas E Informatica - Electronica,1,TRUE
Asesor De Inversiones Inmobiliarias,Asesor De Inversiones Inmobiliarias,1,TRUE
Asesor De La Direccion General,Asesor De La Direccion General,1,TRUE
Asesor De Negocios,Asesor De Negocios,3,TRUE
Asesor De Optimizacion De Procesos,Asesor De Optimizacion De Procesos,2,TRUE
Asesor De Portabilidad,Asesor De Portabilidad,3,TRUE
Asesor De Seguros,Asesor De Seguros,2,TRUE
Asesor De Servicios,Asesor De Servicios,5,TRUE
Asesor De Sistema Y Ti.,Asesor De Sistema Y Ti.,1,TRUE
Asesor De Tecnologias De La Informacion,Asesor De Tecnologias De La Informacion,1,TRUE
Asesor De Venta Empresa,Asesor De Venta Empresa,1,TRUE
Asesor De Ventas,Asesor De Ventas,3,TRUE
Asesor De Ventas Postpago,Asesor De Ventas Postpago,6,TRUE
Asesor De Ventas Y Seguridad Inteligente,Asesor De Ventas Y Seguridad Inteligente,1,TRUE
Asesor De Ventas Y Servicios,Asesor De Ventas Y Servicios,2,TRUE
Asesor Educativo,Asesor Educativo,1,TRUE
Asesor En Entrenamiento,Asesor En Entrenamiento,1,TRUE
Asesor Estrategico,Asesor Estrategico,2,TRUE
Asesor Externo,Asesor Externo,1,TRUE
Asesor Inmobiliario,Asesor Inmobiliario,1,TRUE
Asesor Jefe De Servicio Pre Y Post Venta,Asesor Jefe De Servicio Pre Y Post Venta,1,TRUE
Asesor Sae Temporal,Asesor Sae Temporal,1,TRUE
Asesor Senior Encargado,Asesor Senior Encargado,1,TRUE
Asesor Tecnico,Asesor Tecnico,1,TRUE
Asesor Tecnico Comercial,Asesor Tecnico Comercial,2,TRUE
Asesor Tele Marketing,Asesor Tele Marketing,1,TRUE
Asesor Telefonico,Asesor Telefonico,3,TRUE
Asesor Y Supervisor De Servicios,Asesor Y Supervisor De Servicios,1,TRUE
Asesora Comercial,Asesora Comercial,1,TRUE
Asesora Comercial- Academico,Asesora Comercial- Academico,1,TRUE
Asesora Comercial Corporativa,Asesora Comercial Corporativa,1,TRUE
Asesora De Capacitacion,Asesora De Capacitacion,1,TRUE
Asesora De Negocios,Asesora De Negocios,3,TRUE
Asesora De Seguros De Vida,Asesora De Seguros De Vida,1,TRUE
Asesora Logistica Y Comercial,Asesora Logistica Y Comercial,1,TRUE
Asesora Telefonica,Asesora Telefonica,4,TRUE
Asesora Y Docente Contable,Asesora Y Docente Contable,1,TRUE
Asesoramiento En Seguridad De La Informacion,Asesoramiento En Seguridad De La Informacion,1,TRUE
Asesoria Comercial,Asesoria Comercial,2,TRUE
Asesoria Y Consultoria,Asesoria Y Consultoria,2,TRUE
Asist. Docencia Hist. De Peru S. Xx (Virtual),Asist. Docencia Hist. De Peru S. Xx (Virtual),1,TRUE
Asist. Redes E Infraestructura,Asist. Redes E Infraestructura,1,TRUE
Asist.Adminidtrativo,Asist.Adminidtrativo,1,TRUE
Asistenta Social,Asistenta Social,15,TRUE
Asistenta Social De Bienestar Universitario,Asistenta Social,1,FALSE
Asistenta Social Freelance,Asistenta Social,2,FALSE
Asistente,Asistente,22,TRUE
Asistente - Division Tratamiento De Aguas,Asistente - Division Tratamiento De Aguas,1,TRUE
Asistente 1,Asistente 1,2,TRUE
Asistente Administrativa,Asistente Administrativo,6,FALSE
Asistente Administrativa De Gerencia,Asistente Administrativo,1,FALSE
Asistente Administrativa De Ventas,Asistente Administrativo,1,FALSE
Asistente Administrativo,Asistente Administrativo,28,TRUE
Asistente Administrativo - Comercial,Asistente Administrativo,2,FALSE
Asistente Administrativo Comercial,Asistente Administrativo,1,FALSE
Asistente Administrativo De Claro Sva,Asistente Administrativo,1,FALSE
Asistente Administrativo De Crm,Asistente Administrativo,2,FALSE
Asistente Administrativo De Gestion,Asistente Administrativo,1,FALSE
Asistente Administrativo De Infraestructura,Asistente Administrativo,1,FALSE
Asistente Administrativo De Proyectos,Asistente Administrativo,1,FALSE
Asistente Administrativo Del Area De Logistica,Asistente Administrativo,1,FALSE
Asistente Administrativo Gerencia De Servicios,Asistente Administrativo,2,FALSE
Asistente Administrativo Npls,Asistente Administrativo,1,FALSE
Asistente Administrativo Y Rrhh,Asistente Administrativo,1,FALSE
Asistente Analytics,Asistente Analytics,1,TRUE
Asistente Bi,Asistente Bi,1,TRUE
Asistente Business Partner Hr,Asistente Business Partner Hr,1,TRUE
Asistente Caas (Incorporaciones),Asistente Caas (Incorporaciones),1,TRUE
Asistente Comercial,Asistente Comercial,18,TRUE
Asistente Comercial / Asistente De Gerencia,Asistente Comercial,1,FALSE
Asistente Comercial De Ventas,Asistente Comercial,1,FALSE
Asistente Comercial Jr.,Asistente Comercial,1,FALSE
Asistente Comercial Textil,Asistente Comercial,1,FALSE
Asistente Comercial Y Marketing,Asistente Comercial,1,FALSE
Asistente Comercial Y Sistemas,Asistente Comercial,1,FALSE
Asistente Contable,Asistente Contable,1,TRUE
Asistente Contable Financiera Y De Costos,Asistente Contable Financiera Y De Costos,1,TRUE
Asistente Dde Rrhh,Asistente Dde Rrhh,1,TRUE
Asistente De Abastecimiento Y Compras,Asistente De Abastecimiento Y Compras,1,TRUE
Asistente De Adm De Redes Y Soporte Tecnico,Asistente De Adm De Redes Y Soporte Tecnico,1,TRUE
Asistente De Administracion,Asistente De Administracion,3,TRUE
Asistente De Administracion De Personal,Asistente De Administracion,2,FALSE
Asistente De Administracion De Personal Y Nomina,Asistente De Administracion,1,FALSE
Asistente De Administracion Del Personal,Asistente De Administracion,1,FALSE
Asistente De Administracion Y Logistica,Asistente De Administracion,1,FALSE
Asistente De Administracion Y Rrhh,Asistente De Administracion,1,FALSE
Asistente De Administrativo- Rrhh,Asistente De Administracion,1,FALSE
Asistente De Admision,Asistente De Admision,1,TRUE
Asistente De Adquisiciones,Asistente De Adquisiciones,2,TRUE
Asistente De Almacen Y Logistica,Asistente De Almacen Y Logistica,1,TRUE
Asistente De Aplicaciones,Asistente De Aplicaciones,1,TRUE
Asistente De Aplicaciones Corporativas,Asistente De Aplicaciones Corporativas,1,TRUE
Asistente De Aprendizaje A Distancia,Asistente De Aprendizaje A Distancia,5,TRUE
Asistente De Atraccion Del Talento,Asistente De Atraccion Del Talento,1,TRUE
Asistente De Auditoria,Asistente De Auditoria,1,TRUE
Asistente De Auditoria Y Control Interno,Asistente De Auditoria Y Control Interno,1,TRUE
"Asistente De Aulas, Laboratorios Y Talleres","Asistente De Aulas, Laboratorios Y Talleres",2,TRUE
